,predict_data
1377,831.9264219136393
1378,831.8673252675331
1379,831.8167965621774
1380,831.773310866132
1381,831.7187670487539
1382,831.6628715783116
1383,831.6031542203651
1384,831.5400581133352
1385,831.475908096866
1386,831.4163585102835
1387,831.3600638810742
1388,831.3104721410635
1389,831.2669913586764
1390,831.2276383937834
1391,831.1915631063929
1392,831.1538180210217
1393,831.113325049362
1394,831.0633436155545
1395,831.0065012243003
1396,830.9430368697894
1397,830.8726263357578
1398,830.7971547999535
1399,830.7176102688569
1400,830.6333411407734
1401,830.5450066188343
1402,830.4582499160847
1403,830.3724506412477
1404,830.2859606622969
1405,830.1993577586587
1406,830.1156939260065
1407,830.0331573477731
1408,829.9512955853725
1409,829.8708842717573
1410,829.7905843312274
1411,829.7105507278982
1412,829.6318741550435
1413,829.5513643948223
1414,829.4709291991643
1415,829.3894406963478
1416,829.308933660161
1417,829.2287506854422
1418,829.1502258578387
1419,829.0733479787586
1420,828.9994502329275
1421,828.925868985765
1422,828.854786550866
1423,828.7882436889263
1424,828.7236611404238
1425,828.6595800696105
1426,828.5959870777459
1427,828.5314593741624
1428,828.467861259481
1429,828.4042229849562
1430,828.3392116613741
1431,828.2720784583557
1432,828.2052012498484
1433,828.1388489706073
1434,828.0727548375188
1435,828.0058637084148
1436,827.9387832825904
1437,827.871914139713
1438,827.805472061131
1439,827.7402150989245
1440,827.6755163611069
1441,827.6119773751095
1442,827.5499442682564
1443,827.4887432518877
1444,827.4306791999749
1445,827.3756152579518
1446,827.323538853422
1447,827.2743189066448
1448,827.2271158310622
1449,827.1835178538685
1450,827.142656613362
1451,827.1044298623183
1452,827.0653827393425
1453,827.0244372129739
1454,826.9813438677409
1455,826.9371415434516
1456,826.8908817402095
1457,826.8422304312786
1458,826.7923180042687
1459,826.7410226043565
1460,826.6893947837714
1461,826.6388552985677
1462,826.5896411467572
1463,826.5414111970367
1464,826.4940361976154
1465,826.4473412568401
1466,826.401021512139
1467,826.356414815274
1468,826.3129084463322
1469,826.2707078540847
1470,826.2288573764384
1471,826.1868011032926
1472,826.1456308199497
1473,826.1055258070439
1474,826.065936122213
1475,826.0274354957056
1476,825.9892882163945
1477,825.9519510414164
1478,825.915499872617
1479,825.8805306014358
1480,825.8464223445582
1481,825.8122503961
1482,825.7782279701466
1483,825.7437506396915
1484,825.7088903278674
1485,825.6740921813221
1486,825.6402910602372
1487,825.6056622627284
1488,825.5709005587313
1489,825.5362564214582
1490,825.5011419861883
1491,825.465713385045
1492,825.4302512976682
1493,825.3940108451134
1494,825.3585096073772
1495,825.324852310777
1496,825.2933771672084
1497,825.2647156693017
1498,825.2400512873552
1499,825.2190916951922
1500,825.2022878916388
1501,825.188395654352
1502,825.1774981490344
1503,825.1688914683435
1504,825.1620135810895
1505,825.1569852854419
1506,825.1527777384133
1507,825.1489030046384
1508,825.1454227547289
1509,825.1424367186106
1510,825.1395684346624
1511,825.1367497689295
1512,825.1334426487861
1513,825.1284964510185
1514,825.1228168170323
1515,825.1155546797338
1516,825.1074431253085
1517,825.0969824088264
1518,825.0864017726889
1519,825.0760098961192
1520,825.0626060207869
1521,825.0461435835823
1522,825.0272593939998
1523,825.0049191573901
1524,824.9793489600419
1525,824.9519423499522
1526,824.9201376968264
1527,824.8848148936762
1528,824.8462509195448
1529,824.8072810284059
1530,824.7675087914608
1531,824.7272742600867
1532,824.6871354002972
1533,824.6476388254189
1534,824.6106988840132
1535,824.579263000787
1536,824.5532579650171
1537,824.5318460571976
1538,824.5160702860971
1539,824.505968050227
1540,824.5014820881863
1541,824.5013477370228
1542,824.5024647778308
1543,824.5002885145758
1544,824.4951084430221
1545,824.487675259535
1546,824.4759937974228
1547,824.4603816089585
1548,824.4415208276415
1549,824.4216449691421
1550,824.4023808777133
1551,824.3842522262746
1552,824.368592591909
1553,824.3549896950442
1554,824.3437406887859
1555,824.3335875966715
1556,824.3256302508478
1557,824.3196260851713
1558,824.3150060605387
1559,824.3126170231438
1560,824.3114829976904
1561,824.3130419246135
1562,824.3159960340201
1563,824.3205343798356
1564,824.3270251786611
1565,824.3339752377015
1566,824.3404591934424
1567,824.3467858798165
1568,824.3538304132138
1569,824.3603829508347
1570,824.3669962732018
1571,824.3728827596115
1572,824.3781087659457
1573,824.3837241256255
1574,824.3867911870511
1575,824.3858775619382
1576,824.3808213866971
1577,824.3730348796314
1578,824.3624709710251
1579,824.3489551428725
1580,824.3321731498304
1581,824.3122723679776
1582,824.2930016223389
1583,824.2738258013762
1584,824.255673351414
1585,824.2386238477523
1586,824.2225215901519
1587,824.2082035864906
1588,824.1959348073801
1589,824.1854475359686
1590,824.1774093998539
1591,824.1705876637775
1592,824.1656048498379
1593,824.1616703016107
1594,824.1584328923428
1595,824.1543863380521
1596,824.1519354144689
1597,824.149534093364
1598,824.1474485939873
1599,824.1457922726254
1600,824.1447044409174
1601,824.1450663161071
1602,824.1477518978992
1603,824.15274748752
1604,824.15993955527
1605,824.1694460286911
1606,824.1806998435934
1607,824.1929459323626
1608,824.2060978927595
1609,824.2206353456523
1610,824.2351858667384
1611,824.2497674663416
1612,824.2629102100103
1613,824.2746927355462
1614,824.2873570998047
1615,824.2998558565237
1616,824.3125712447977
1617,824.3253214152146
1618,824.3387182397465
1619,824.35308809034
1620,824.369021924227
1621,824.3855814358942
1622,824.4046939431313
1623,824.4251549227613
1624,824.4470639974603
1625,824.4699309140386
1626,824.4915881909408
1627,824.513394565403
1628,824.5364092016241
1629,824.5598306676034
1630,824.5832346851447
1631,824.6083618376581
1632,824.6336438914852
1633,824.66127708622
1634,824.6916524212369
1635,824.72274461387
1636,824.755103283188
1637,824.7889787845058
1638,824.8236529163374
1639,824.860206398903
1640,824.8977891086694
1641,824.9372506075572
1642,824.9786608061727
1643,825.022606076448
1644,825.0694277134371
1645,825.1183255328892
1646,825.1699829618475
1647,825.2244198093263
1648,825.2815153937223
1649,825.3405867251287
1650,825.4022109138039
1651,825.4649455191643
1652,825.5284789324533
1653,825.5939910691508
1654,825.6596973434296
1655,825.7258742752637
1656,825.7907275416852
1657,825.854965627068
1658,825.9167992510681
1659,825.9781490198686
1660,826.0390241257966
1661,826.0986485306033
1662,826.1597087779512
1663,826.2222682783714
1664,826.2826357751742
1665,826.3419550514468
1666,826.3986962841259
1667,826.4512532149206
1668,826.5010890099877
1669,826.5472671167199
1670,826.5877433126501
1671,826.625530497045
1672,826.6610352595418
1673,826.694325079614
1674,826.7261618971938
1675,826.7567805117013
1676,826.7858346274622
1677,826.8147094160149
1678,826.842816310644
1679,826.8720124186011
1680,826.9016479703317
1681,826.9303469850638
1682,826.9589779951657
1683,826.9885218424645
1684,827.0186184934781
1685,827.0478340551884
1686,827.0766887855524
1687,827.1051387757467
1688,827.1338151223985
1689,827.1626890758783
1690,827.1928742627542
1691,827.2222622121839
1692,827.2497214717117
1693,827.2770910351427
1694,827.3022478070483
1695,827.3263696581561
1696,827.3501335305965
1697,827.3721929449573
1698,827.3912787484807
1699,827.4081660410459
1700,827.4244618810593
1701,827.439687506126
1702,827.453716595129
1703,827.4660016681274
1704,827.4769418155681
1705,827.4877854394213
1706,827.4986459274937
1707,827.5103290449489
1708,827.5226520663613
1709,827.5337192987253
1710,827.5433185777359
1711,827.5515323327643
1712,827.5578326899966
1713,827.5639042992309
1714,827.5689601746153
1715,827.5727900264245
1716,827.5787470122555
1717,827.5866283771065
1718,827.5973541523418
1719,827.6109764062272
1720,827.6276085242908
1721,827.6451359831063
1722,827.6640394595784
1723,827.6835967814176
1724,827.7023434898839
1725,827.7235073444508
1726,827.7477824598383
1727,827.7739973886371
1728,827.8031674248816
1729,827.8360431668692
1730,827.8713242812552
1731,827.9098049100472
1732,827.9515710485491
1733,827.9927946124595
1734,828.0354223134349
1735,828.085291912904
1736,828.145779320815
1737,828.2180059696004
1738,828.3008831077966
1739,828.3894172509521
1740,828.4824200267843
1741,828.5787057135794
1742,828.678873226263
1743,828.7742944519973
1744,828.8645480306307
1745,828.947642279788
1746,829.0270967391972
1747,829.1029738894937
1748,829.1730267767387
1749,829.2380464541809
1750,829.2955346930185
1751,829.3441799610467
1752,829.3868268901346
1753,829.4264025696245
1754,829.4658383179108
1755,829.5081213210775
1756,829.5523581955904
1757,829.600173463064
1758,829.6493767649887
1759,829.7007137006151
1760,829.755042966795
1761,829.8078236882772
1762,829.8597769681353
1763,829.9131874645132
1764,829.9637423589758
1765,830.0143865517728
1766,830.0660170387204
1767,830.1150963670157
1768,830.1618760946839
1769,830.2045591614057
1770,830.2411315699177
1771,830.2727138642017
1772,830.3000811847892
1773,830.321943811377
1774,830.3393603988696
1775,830.3523058557105
1776,830.3643786424221
1777,830.3768304272307
1778,830.3930626994547
1779,830.4145414459648
1780,830.4405322326343
1781,830.4685321047558
1782,830.4983094693723
1783,830.5306902092209
1784,830.564346590335
1785,830.6004415521064
1786,830.6349936712413
1787,830.6694511165502
1788,830.705147879456
1789,830.742376140831
1790,830.7807646663412
1791,830.8197861038859
1792,830.8583665520829
1793,830.8986867984196
1794,830.9369862549149
1795,830.9742092120448
1796,831.0115616225804
1797,831.0479660568221
1798,831.0839264297556
1799,831.1192182945382
1800,831.1542324674574
1801,831.1886819002619
1802,831.2253987393385
1803,831.2646303709083
1804,831.3021302271351
1805,831.3386038843133
1806,831.3748335975545
1807,831.4075093231633
1808,831.4376398975774
1809,831.46486892508
1810,831.488648272733
1811,831.5095187008117
1812,831.52850987294
1813,831.5489174688577
1814,831.5702985669377
1815,831.5912615641946
1816,831.6118479571079
1817,831.6311738930019
1818,831.6486386983227
1819,831.6661206928326
1820,831.6819880297294
1821,831.6964872582096
1822,831.710110246352
1823,831.7214076621542
1824,831.7307143238389
1825,831.7403660139627
1826,831.7485845340592
1827,831.7548492213924
1828,831.7598175604446
1829,831.7615192048193
1830,831.7614189721
1831,831.7606993045073
1832,831.7576928311115
1833,831.753799807224
1834,831.7487083891197
1835,831.7428222801922
1836,831.7377853961169
1837,831.7337317078773
1838,831.7302369300028
1839,831.727122097513
1840,831.7250581002695
1841,831.7222785628483
1842,831.7177007476823
1843,831.7113875490621
1844,831.7037176787735
1845,831.6950641273006
1846,831.6858017310661
1847,831.6761422965079
1848,831.6683878005488
1849,831.6631564776887
1850,831.6618812345637
1851,831.6625616974599
1852,831.6656942944007
1853,831.6704204001867
1854,831.677668304185
1855,831.685168902163
1856,831.6944973658836
1857,831.7038181087252
1858,831.714437843231
1859,831.7263684821519
1860,831.7406399304906
1861,831.7548188729471
1862,831.7726307647073
1863,831.7906073863493
1864,831.8089822245349
1865,831.8284462615957
1866,831.8480006589477
1867,831.8666661258592
1868,831.8819904006155
1869,831.8928716624304
1870,831.8975223425856
1871,831.8990883977251
1872,831.8973109064156
1873,831.8925107405221
1874,831.8858541770248
1875,831.8784639309981
1876,831.8717160470885
1877,831.8662641339816
1878,831.8648040649753
1879,831.8657993651436
1880,831.8667321040098
1881,831.8701224052097
1882,831.8744536031661
1883,831.8816381802824
1884,831.8882286323251
1885,831.8941070651789
1886,831.8993833186942
1887,831.904388261268
1888,831.9097698939421
1889,831.915281701125
1890,831.9185027161307
1891,831.923181993254
1892,831.9311941207186
1893,831.9424104343672
1894,831.9558485343931
1895,831.972085895014
1896,831.9885811617052
1897,832.0058157182801
1898,832.0239848191151
1899,832.042326078853
1900,832.0596228959361
1901,832.0749735367892
1902,832.0865297690057
1903,832.0972802272909
1904,832.110175367772
1905,832.1246780913558
1906,832.1426586344209
1907,832.1550533168673
1908,832.1601114639038
1909,832.1587067099209
1910,832.1531521810331
1911,832.1408920013284
1912,832.1219239416662
1913,832.0955157517348
1914,832.0648966345009
1915,832.0386438853565
1916,832.0144969098762
1917,831.9944596407548
1918,831.978646184012
1919,831.9684464231849
1920,831.9643051286391
1921,831.9680420621386
1922,831.9786331598298
1923,831.9966565705002
1924,832.0228174803078
1925,832.056159254871
1926,832.0963170968855
1927,832.1427024184526
1928,832.1978596735958
1929,832.2573712492035
1930,832.3255127404827
1931,832.3985153596229
1932,832.479459317707
1933,832.5625540702431
1934,832.6473948278839
1935,832.7326915400537
1936,832.8173128481745
1937,832.898935310563
1938,832.9799741574935
1939,833.0583436277586
1940,833.1356735854338
1941,833.2126757178356
1942,833.2912242116923
1943,833.3737574440372
1944,833.4571663233954
1945,833.5408707140983
1946,833.6228919347856
1947,833.7059277860498
1948,833.7903851476525
1949,833.8745519826347
1950,833.9579180684434
1951,834.0418849073709
1952,834.1238220345866
1953,834.2055947258274
1954,834.2896020298814
1955,834.3713943328672
1956,834.4548516059908
1957,834.5363787338088
1958,834.6172449128351
1959,834.7017383364788
1960,834.7905608141979
1961,834.879915908181
1962,834.9715253874775
1963,835.0605653825955
1964,835.1516938707772
1965,835.2437512899588
1966,835.3355706288123
1967,835.4235330071563
1968,835.5127289885035
1969,835.5996814170647
1970,835.6837437166013
1971,835.7687895279865
1972,835.8526135645315
1973,835.9354152150983
1974,836.0163381752413
1975,836.0961379740417
1976,836.1774787784922
1977,836.2583682571935
1978,836.3406979896629
1979,836.421690525885
1980,836.5053920670746
1981,836.5898317533986
1982,836.6711449889759
1983,836.7513266729616
1984,836.8280562054999
1985,836.9057742847885
1986,836.9813742098639
1987,837.0559729094466
1988,837.1345010635326
1989,837.2112249835695
1990,837.2869837544499
1991,837.3614514751941
1992,837.4369714754647
1993,837.5117166024233
1994,837.5856741916656
1995,837.6558896641538
1996,837.7243296168833
1997,837.7934261326985
1998,837.8649910400452
1999,837.9376904593016
2000,838.0078053675835
2001,838.0808164008197
2002,838.1531191757241
2003,838.2261689797375
2004,838.2983461757387
2005,838.3697962311436
2006,838.4428609890134
2007,838.5161323391999
2008,838.592729309011
2009,838.671506682127
2010,838.7545732751589
2011,838.842708136445
2012,838.9366245976428
2013,839.0327221491222
2014,839.1335156237077
2015,839.2404785301253
2016,839.3496078985116
2017,839.4613518583114
2018,839.575424232187
2019,839.6874503543885
2020,839.7987900143872
2021,839.912198680243
2022,840.021830568415
2023,840.1234562576991
2024,840.2235066125584
2025,840.3166279971756
2026,840.4067719679795
2027,840.492559032418
2028,840.5758260401684
2029,840.651133558038
2030,840.7247780431857
2031,840.7946666129149
2032,840.8652968230859
2033,840.9308811125869
2034,840.9929430473861
2035,841.0508612955153
2036,841.1121377202068
2037,841.1780274471527
2038,841.2436986734792
2039,841.3102045997666
2040,841.3836993788941
2041,841.4626078371992
2042,841.5476969340831
2043,841.6368910289652
2044,841.7243723555245
2045,841.8149920653066
2046,841.9120335377694
2047,842.0081211528681
2048,842.1023442886367
2049,842.1942572686302
2050,842.2846427985621
2051,842.3757431757156
2052,842.4730461204085
2053,842.5715877071577
2054,842.6751868951418
2055,842.7880817360852
2056,842.9013951851151
2057,843.0225710337277
2058,843.151683924154
2059,843.2899809082829
2060,843.4310573595216
2061,843.5774708562628
2062,843.7190755613386
2063,843.8592918476951
2064,843.9918276956004
2065,844.1109745454539
2066,844.2200762694658
2067,844.323230025324
2068,844.4192412655916
2069,844.5110002104473
2070,844.6043206011411
2071,844.6952285898132
2072,844.7936655828693
2073,844.8928355097012
2074,844.9866830197296
2075,845.0836863264799
2076,845.1877743549095
2077,845.291014436327
2078,845.4028191766077
2079,845.5178168008812
2080,845.6390869092794
2081,845.7604105876674
2082,845.896273391817
2083,846.0386782287766
2084,846.1869147049142
2085,846.3409185594918
2086,846.4930036675777
2087,846.6526391307634
2088,846.8356040532269
2089,847.0276513977819
2090,847.2285874947808
2091,847.4493481980793
2092,847.6962105643145
2093,847.968179936354
2094,848.2660568237022
2095,848.5904667613637
2096,848.9257358867949
2097,849.2698653194524
2098,849.627551123452
2099,849.9749930687553
2100,850.316398473683
2101,850.6516707126378
2102,850.9684347794401
2103,851.2745531630843
2104,851.5791348643295
2105,851.8755391463253
2106,852.1647712559895
2107,852.4550714372006
2108,852.737238304886
2109,853.0156424674233
2110,853.2809185327674
2111,853.5414217215152
2112,853.7860656867481
2113,854.0287003404641
2114,854.2610689568984
2115,854.4864955964264
2116,854.6994406365973
2117,854.9044638858785
2118,855.0975100541275
2119,855.2760549269451
2120,855.4435996351217
2121,855.5998304614968
2122,855.7422382829386
2123,855.8751484820616
2124,855.9959152546598
2125,856.1088957352698
2126,856.2155690477742
2127,856.302727406173
2128,856.3635959707798
2129,856.3971538811936
2130,856.4097579495784
2131,856.4049455757471
2132,856.3708409292738
2133,856.3166901787242
2134,856.2502893511611
2135,856.1787759260025
2136,856.1051511337407
2137,856.0285263186483
2138,855.9496473741987
2139,855.8723398725973
2140,855.798500277396
2141,855.723199708097
2142,855.6499228702309
2143,855.5856479657336
2144,855.5211632884384
2145,855.4569917725387
2146,855.3967517924393
2147,855.3380507807123
2148,855.2815148135056
2149,855.2313259687556
2150,855.1881702596911
2151,855.1516738418765
2152,855.1256854896434
2153,855.1138912444221
2154,855.1110758651274
2155,855.1173315157988
2156,855.1330994826687
2157,855.1509493931695
2158,855.1627785617695
2159,855.179318230946
2160,855.2022592706525
2161,855.2282440148819
2162,855.2596891950586
2163,855.2999561922504
2164,855.3500766579123
2165,855.413963913698
2166,855.4873190895225
2167,855.5611371859646
2168,855.6319240920842
2169,855.6958125759404
2170,855.7531124680067
2171,855.7964146620758
2172,855.8258696487052
2173,855.8493329609361
2174,855.8660438383392
2175,855.8865651796011
2176,855.9102441612142
2177,855.9410844862541
2178,855.9882152425953
2179,856.0516294194282
2180,856.1481682005407
2181,856.2682747395244
2182,856.4081700102402
2183,856.5594825823147
2184,856.7303149562347
2185,856.915087248711
2186,857.1067886644272
2187,857.296280338146
2188,857.4724440488891
2189,857.6470839011524
2190,857.821697799299
2191,857.9972496499166
2192,858.1711734770067
2193,858.34249476791
2194,858.5100407008323
2195,858.6635910824751
2196,858.8076455566819
2197,858.9417808223093
2198,859.0687189902525
2199,859.1890539722218
2200,859.3088467571971
2201,859.430586010725
2202,859.5555307684882
2203,859.681554727825
2204,859.8057959324076
2205,859.9313651746882
2206,860.0556395642527
2207,860.1845503610932
2208,860.3083508418264
2209,860.4320054211171
2210,860.5588450186652
2211,860.6886105995337
2212,860.8204540606415
2213,860.9487428318814
2214,861.0743300598774
2215,861.1999925698964
2216,861.3190832748177
2217,861.4313207025283
2218,861.539105214815
2219,861.649666024299
2220,861.7644833085378
2221,861.8844937447357
2222,862.0076394098598
2223,862.1359142226136
2224,862.2650300840726
2225,862.3907949127956
2226,862.508531615393
2227,862.6184397767151
2228,862.7235652203015
2229,862.8205417963658
2230,862.9026851752204
2231,862.9760084713106
2232,863.0373325598056
2233,863.0802315974472
2234,863.1069016984819
2235,863.1148304115043
2236,863.1107495832379
2237,863.0994673883207
2238,863.0817514211501
2239,863.0626520172815
2240,863.0509261305431
2241,863.0446568557445
2242,863.0552057972983
2243,863.0670396757787
2244,863.0821948446921
2245,863.1156604158368
2246,863.1625486567118
2247,863.2170894471055
2248,863.2824823833054
2249,863.3925755158742
2250,863.5585166257894
2251,863.7642822398802
2252,864.0247397109404
2253,864.3454761848766
2254,864.724709187706
2255,865.0905490703074
2256,865.4306249105356
2257,865.7074899098759
2258,865.9135690973463
2259,866.063222843103
2260,866.1465935275149
2261,866.1696618749709
2262,866.1625891078131
2263,866.1598167203257
2264,866.1647317467903
2265,866.174971509426
2266,866.1928528021641
2267,866.2086012215859
2268,866.2266959741202
2269,866.2436460688782
2270,866.2590757137226
2271,866.2729886655407
2272,866.287157453954
2273,866.306456547173
2274,866.3307257728776
2275,866.3629604831309
2276,866.4029594795603
2277,866.4458585871337
2278,866.4979538389769
2279,866.5572006368433
2280,866.6266127517649
2281,866.6954756115041
2282,866.77263511435
2283,866.8556706916582
2284,866.9414074640838
2285,867.0333071499831
2286,867.1218230576201
2287,867.2093804934095
2288,867.2976326056913
2289,867.3920681633073
2290,867.4899110355145
2291,867.5946490690111
2292,867.7054617731642
2293,867.8179146073306
2294,867.9408288475862
2295,868.0706153919773
2296,868.2022998300363
2297,868.3400905912731
2298,868.4847458559193
2299,868.6310352158216
2300,868.777971029037
2301,868.9284751194997
2302,869.0816176190358
2303,869.234346005876
2304,869.3984288125755
2305,869.5657615410706
2306,869.7377303209342
2307,869.9129562761452
2308,870.0983493359028
2309,870.2849109650255
2310,870.4754942934719
2311,870.6740075468122
2312,870.8647299846831
2313,871.052488649689
2314,871.242251823099
2315,871.428766849134
2316,871.6122774153135
2317,871.7927366560588
2318,871.9833995803249
2319,872.1789531642152
2320,872.3800296366659
2321,872.5733700709674
2322,872.7660370875843
2323,872.9563059044177
2324,873.1421306827234
2325,873.3222719827152
2326,873.4991715637882
2327,873.6714593089667
2328,873.8397875180484
2329,874.0136625781793
2330,874.1957863719044
2331,874.389323736005
2332,874.5867004740192
2333,874.7900957596396
2334,874.9976080473733
2335,875.2063088673366
2336,875.4180828008896
2337,875.6353941500779
2338,875.8427241353453
2339,876.0480320219317
2340,876.2432126912248
2341,876.4286117153243
2342,876.6261192224988
2343,876.8249955483345
2344,877.0279663342789
2345,877.2338746277285
2346,877.4418135049494
2347,877.6479584092193
2348,877.8573384807701
2349,878.061393376968
2350,878.260084904407
2351,878.4502066971106
2352,878.6463446801494
2353,878.8445594143466
2354,879.0431482239055
2355,879.244802095164
2356,879.4524992855831
2357,879.672518368323
2358,879.9003728667751
2359,880.1328289248623
2360,880.374144275775
2361,880.6119593314281
2362,880.8504389782328
2363,881.0779407531161
2364,881.3044189598352
2365,881.52343222664
2366,881.7331804878828
2367,881.9380100728386
2368,882.1325466022175
2369,882.3196389529214
2370,882.5024711799426
2371,882.6747104982785
2372,882.8494242932741
2373,883.0185169475238
2374,883.1908565080561
2375,883.3519923271273
2376,883.506907321666
2377,883.65883742173
2378,883.8011654035134
2379,883.9353371873275
2380,884.0552703133224
2381,884.1647758469816
2382,884.2772372253854
2383,884.3878054469292
2384,884.4989144636561
2385,884.6172522865211
2386,884.7414093476219
2387,884.8780331389052
2388,885.0184472943971
2389,885.17219786553
2390,885.3256870141753
2391,885.4766065313306
2392,885.6330612869149
2393,885.7853995407629
2394,885.934588845581
2395,886.0785598997734
2396,886.2451684126103
2397,886.4239720627693
2398,886.6121470236977
2399,886.8236260413362
2400,887.0473082682173
2401,887.2948227546401
2402,887.5735301145912
2403,887.8675603111849
2404,888.1586846467234
2405,888.4503553335585
2406,888.7415887453691
2407,889.0128351264648
2408,889.2745411662547
2409,889.5267887986681
2410,889.7735299800795
2411,890.0070739927785
2412,890.2184052505332
2413,890.4104097957143
2414,890.5911991583084
2415,890.7571413950029
2416,890.8810168614684
2417,890.9724831169806
2418,891.031379841758
2419,891.0706552688018
2420,891.1023862090719
2421,891.1238672678987
2422,891.1628123152984
2423,891.2334444811945
2424,891.3321150943061
2425,891.4446836500998
2426,891.5649118044412
2427,891.6849973707438
2428,891.8175093371541
2429,891.9617485076296
2430,892.0843579076419
2431,892.1974854293328
2432,892.3057443517308
2433,892.4298692790551
2434,892.570636164881
2435,892.7258746402047
2436,892.8955644750715
2437,893.093238180961
2438,893.3178777457185
2439,893.5578873299374
2440,893.8195882233838
2441,894.0884702470732
2442,894.3671838398777
2443,894.641289897616
2444,894.9021804522101
2445,895.1487740019592
2446,895.3939406665498
2447,895.6553692570682
2448,895.9955071752908
2449,896.32942596662
2450,896.6609651607738
2451,897.000706290774
2452,897.3196766786785
2453,897.6200956869598
2454,897.8901845562816
2455,898.1137096834035
2456,898.2717284531038
2457,898.4101960845982
2458,898.6234980298227
2459,898.9767001789833
2460,899.4752461907841
2461,900.1471239108272
2462,900.1557027381441
2463,900.166315012633
2464,900.1788431021072
2465,900.1931007597618
2466,900.2076761192711
2467,900.2210015710007
2468,900.2338329418941
2469,900.2462232387744
2470,900.2577251640745
2471,900.2685584067557
2472,900.2789768690532
2473,900.2890008945067
2474,900.2997235593781
2475,900.3110956427989
2476,900.3224472400434
2477,900.334324294996
2478,900.3462142613436
2479,900.3577815067188
2480,900.3686447247102
2481,900.3775888733263
2482,901.1000931316046
2483,901.6618159745864
2484,902.041519346112
2485,902.2316914480906
2486,902.2852239864922
2487,902.2305646666731
2488,902.1311285635355
2489,902.0394681034729
2490,901.9976107925678
2491,902.00295298406
2492,902.0495354697385
2493,902.0654681121428
2494,902.0748621754547
2495,902.0424330457521
2496,901.9880268371658
2497,901.8563800280828
2498,901.6581649271764
2499,901.3536357161797
2500,901.0379312114512
2501,900.7983295638717
2502,900.5900171265665
2503,900.3826428060911
2504,900.1765842670636
2505,899.9391648637945
2506,899.705599483108
2507,899.4689190226288
2508,899.2270783091544
2509,898.9323615043226
2510,898.6378558108462
2511,898.3455573164297
2512,898.0796212157506
2513,897.8459465785311
2514,897.6470744763939
2515,897.4750465699545
2516,897.3232083227463
2517,897.2043523406169
2518,897.1156447324037
2519,897.0499368089736
2520,896.9995179765256
2521,896.9588554260631
2522,896.9055190578199
2523,896.8303887614858
2524,896.7580939807934
2525,896.6838339622742
2526,896.5992089362492
2527,896.5099427648487
2528,896.4268608926258
2529,896.3188846482444
2530,896.1962939567572
2531,896.0758163619804
2532,895.9418564997459
2533,895.7764235238811
2534,895.5573880427353
2535,895.3366397234587
2536,895.1770936544351
2537,895.0334244015145
2538,894.9244746601915
2539,894.8079328729683
2540,894.7054775210177
2541,894.6215064276215
2542,894.7490081617517
2543,894.9632635288859
2544,895.340174284693
2545,895.8591845227485
2546,896.5474015179141
2547,896.5562511248593
2548,896.5673545393929
2549,896.5795537557156
2550,896.5904574795453
2551,896.5997520041213
2552,897.3723716168413
2553,898.0251715751712
2554,898.606574120763
2555,899.1602425909559
2556,899.555374722793
2557,899.7987602921418
2558,900.1629243188085
2559,900.5733313357247
2560,901.003009547946
2561,901.3065462601753
2562,901.4640202256089
2563,901.5525315202091
2564,901.6945670242925
2565,901.8798173342569
2566,902.0395958684504
2567,902.2438613116373
2568,902.4414469943646
2569,902.6667139338073
2570,902.8975244885077
2571,903.151140952033
2572,903.296273626733
2573,903.3343623119357
2574,903.3202202183815
2575,903.2741152024036
2576,903.2488712315009
2577,903.2160918571119
2578,903.1851823952833
2579,903.1721819069255
2580,903.1717959465469
2581,903.352840380328
2582,903.72434471822
2583,904.2699044778795
2584,904.9392145986774
2585,904.9478448424586
2586,904.9590953828629
2587,904.9720729855063
2588,904.9843975010799
2589,904.9957807220569
2590,905.0076529884952
2591,905.0197873212207
2592,905.0318182737142
2593,905.0432337347506
2594,905.0541541429759
2595,905.0670996682724
2596,905.08295647655
2597,905.0997935131
2598,905.1161720917622
2599,905.1316764980572
2600,905.1490251144704
2601,905.1668566217683
2602,905.1847243780438
2603,905.2030070772468
2604,905.2206040998966
2605,905.237289805098
2606,905.2558833128213
2607,905.2734282721624
2608,905.2898856692392
2609,905.3063108143735
2610,905.3207410780317
2611,905.3349707152182
2612,905.3481974426578
2613,905.361422088796
2614,905.3729422291809
2615,905.3837884709235
2616,905.392165090981
2617,906.1343398226675
2618,906.6561279023304
2619,907.0009330736918
2620,907.3199278860146
2621,907.5177683833116
2622,907.6713517364933
2623,907.7713666086286
2624,907.985194254291
2625,908.2685872150134
2626,908.6369993527685
2627,909.0157749302605
2628,909.4213911027854
2629,909.9151239468689
2630,910.5380416481153
2631,911.1071223858311
2632,911.5755128910835
2633,911.9982392340055
2634,912.4042307335399
2635,912.8179777846962
2636,913.2441268136132
2637,913.5155163379512
2638,913.7231942919527
2639,913.8332202068303
2640,913.8549137902587
2641,913.8267183818348
2642,913.6983575597515
2643,913.4588327492876
2644,913.2323439342742
2645,913.0230353792452
2646,912.8371193192777
2647,912.658966596802
2648,912.4276085171861
2649,912.1602846934264
2650,911.930532927287
2651,911.7499512504318
2652,911.6936244435384
2653,911.5563325050135
2654,911.4809659888305
2655,911.4666586424366
2656,911.4653072492137
2657,911.4609753107788
2658,911.3995254790891
2659,911.3259929507043
2660,911.2166826673607
2661,911.1332149647391
2662,911.0148547114595
