,true_data
1377,849.0085600000632
1378,849.0078400000632
1379,849.0071200000633
1380,849.0064000000633
1381,849.0056800000634
1382,849.0049600000634
1383,849.0042400000634
1384,849.0035200000635
1385,849.0028000000635
1386,849.0020800000636
1387,849.0013600000636
1388,849.0006400000638
1389,848.9999200000638
1390,848.9992000000638
1391,848.9984800000639
1392,848.9977600000639
1393,848.997040000064
1394,848.996320000064
1395,848.995600000064
1396,848.9948800000641
1397,848.9941600000641
1398,848.9934400000642
1399,848.9927200000642
1400,848.9920000000642
1401,848.9912800000643
1402,848.9905600000643
1403,848.9898400000644
1404,848.9891200000644
1405,848.9884000000645
1406,848.9876800000645
1407,848.9869600000645
1408,848.9862400000646
1409,848.9855200000646
1410,848.9848000000648
1411,848.9840800000648
1412,848.9833600000647
1413,848.9826400000649
1414,848.9819200000649
1415,848.981200000065
1416,848.980480000065
1417,848.9797600000651
1418,848.9790400000651
1419,848.9783200000651
1420,848.9776000000652
1421,848.9768800000652
1422,848.9761600000653
1423,848.9754400000653
1424,848.9747200000653
1425,848.9740000000654
1426,848.9732800000654
1427,848.9725600000655
1428,848.9718400000655
1429,848.9711200000656
1430,848.9704000000656
1431,848.9696800000656
1432,848.9689600000657
1433,848.9682400000657
1434,848.9675200000659
1435,848.9668000000659
1436,848.9660800000659
1437,848.965360000066
1438,848.964640000066
1439,848.9639200000661
1440,848.9632000000661
1441,848.9624800000661
1442,848.9617600000662
1443,848.9610400000662
1444,848.9603200000663
1445,848.9596000000663
1446,848.9588800000664
1447,848.9581600000664
1448,848.9574400000664
1449,848.9567200000665
1450,848.9560000000665
1451,848.9552800000666
1452,848.9545600000666
1453,848.9538400000666
1454,848.9531200000667
1455,848.9524000000667
1456,848.9516800000669
1457,848.9509600000669
1458,848.950240000067
1459,848.949520000067
1460,848.948800000067
1461,848.9480800000671
1462,848.9473600000671
1463,848.9466400000672
1464,848.9459200000672
1465,848.9452000000672
1466,848.9444800000673
1467,848.9437600000673
1468,848.9430400000674
1469,848.9423200000674
1470,848.9416000000674
1471,848.9408800000675
1472,848.9401600000675
1473,848.9394400000676
1474,848.9387200000676
1475,848.9380000000677
1476,848.9372800000677
1477,848.9365600000677
1478,848.9358400000679
1479,848.9351200000679
1480,848.934400000068
1481,848.933680000068
1482,848.932960000068
1483,848.9322400000681
1484,848.9315200000681
1485,848.9308000000682
1486,848.9300800000682
1487,848.9293600000683
1488,848.9286400000683
1489,848.9279200000683
1490,848.9272000000684
1491,848.9264800000684
1492,848.9257600000685
1493,848.9250400000685
1494,848.9243200000685
1495,848.9236000000686
1496,848.9228800000686
1497,848.9221600000687
1498,848.9214400000687
1499,848.9207200000687
1500,848.9200000000689
1501,848.9192800000689
1502,848.918560000069
1503,848.917840000069
1504,848.9171200000691
1505,848.9164000000691
1506,848.9156800000691
1507,848.9149600000692
1508,848.9142400000692
1509,848.9135200000693
1510,848.9128000000693
1511,848.9120800000693
1512,848.9113600000694
1513,848.9106400000694
1514,848.9099200000695
1515,848.9092000000695
1516,848.9084800000696
1517,848.9077600000696
1518,848.9070400000696
1519,848.9063200000697
1520,848.9056000000697
1521,848.9048800000699
1522,848.9041600000699
1523,848.9034400000698
1524,848.90272000007
1525,848.90200000007
1526,848.9012800000701
1527,848.9005600000701
1528,848.8998400000701
1529,848.8991200000702
1530,848.8984000000702
1531,848.8976800000703
1532,848.8969600000703
1533,848.8962400000704
1534,848.8955200000704
1535,848.8948000000704
1536,848.8940800000705
1537,848.8933600000705
1538,848.8926400000706
1539,848.8919200000706
1540,848.8912000000706
1541,848.8904800000707
1542,848.8897600000707
1543,848.8890400000708
1544,848.8883200000708
1545,848.887600000071
1546,848.886880000071
1547,848.886160000071
1548,848.8854400000711
1549,848.8847200000711
1550,848.8840000000712
1551,848.8832800000712
1552,848.8825600000712
1553,848.8818400000713
1554,848.8811200000713
1555,848.8804000000714
1556,848.8796800000714
1557,848.8789600000714
1558,848.8782400000715
1559,848.8775200000715
1560,848.8768000000716
1561,848.8760800000716
1562,848.8753600000717
1563,848.8746400000717
1564,848.8739200000717
1565,848.8732000000718
1566,848.8724800000718
1567,848.871760000072
1568,848.871040000072
1569,848.870320000072
1570,848.8696000000721
1571,848.8688800000721
1572,848.8681600000722
1573,848.8674400000722
1574,848.8667200000723
1575,848.8660000000723
1576,848.8652800000723
1577,848.8645600000724
1578,848.8638400000724
1579,848.8631200000725
1580,848.8624000000725
1581,848.8616800000725
1582,848.8609600000726
1583,848.8602400000726
1584,848.8595200000727
1585,848.8588000000727
1586,848.8580800000728
1587,848.8573600000728
1588,848.8566400000728
1589,848.855920000073
1590,848.855200000073
1591,848.8544800000731
1592,848.8537600000731
1593,848.8530400000731
1594,848.8523200000732
1595,848.8516000000732
1596,848.8508800000733
1597,848.8501600000733
1598,848.8494400000733
1599,848.8487200000734
1600,848.8480000000734
1601,848.8472800000735
1602,848.8465600000735
1603,848.8458400000736
1604,848.8451200000736
1605,848.8444000000736
1606,848.8436800000737
1607,848.8429600000737
1608,848.8422400000738
1609,848.8415200000738
1610,848.8408000000738
1611,848.840080000074
1612,848.839360000074
1613,848.8386400000741
1614,848.8379200000741
1615,848.8372000000742
1616,848.8364800000742
1617,848.8357600000742
1618,848.8350400000743
1619,848.8343200000743
1620,848.8336000000744
1621,848.8328800000744
1622,848.8321600000744
1623,848.8314400000745
1624,848.8307200000745
1625,848.8300000000746
1626,848.8292800000746
1627,848.8285600000746
1628,848.8278400000747
1629,848.8271200000747
1630,848.8264000000748
1631,848.8256800000748
1632,848.824960000075
1633,848.824240000075
1634,848.823520000075
1635,848.8228000000751
1636,848.8220800000751
1637,848.8213600000752
1638,848.8206400000752
1639,848.8199200000752
1640,848.8192000000753
1641,848.8184800000753
1642,848.8177600000754
1643,848.8170400000754
1644,848.8163200000755
1645,848.8156000000755
1646,848.8148800000755
1647,848.8141600000756
1648,848.8134400000756
1649,848.8127200000757
1650,848.8120000000757
1651,848.8112800000757
1652,848.8105600000758
1653,848.8098400000758
1654,848.809120000076
1655,848.808400000076
1656,848.807680000076
1657,848.8069600000761
1658,848.8062400000761
1659,848.8055200000762
1660,848.8048000000762
1661,848.8040800000763
1662,848.8033600000763
1663,848.8026400000763
1664,848.8019200000764
1665,848.8012000000764
1666,848.8004800000765
1667,848.7997600000765
1668,848.7990400000765
1669,848.7983200000766
1670,848.7976000000766
1671,848.7968800000767
1672,848.7961600000767
1673,848.7954400000768
1674,848.7947200000768
1675,848.7940000000768
1676,848.793280000077
1677,848.792560000077
1678,848.7918400000771
1679,848.7911200000771
1680,848.790400000077
1681,848.7896800000772
1682,848.7889600000772
1683,848.7882400000773
1684,848.7875200000773
1685,848.7868000000774
1686,848.7860800000774
1687,848.7853600000774
1688,848.7846400000775
1689,848.7839200000775
1690,848.7832000000776
1691,848.7824800000776
1692,848.7817600000776
1693,848.7810400000777
1694,848.7803200000777
1695,848.7796000000778
1696,848.7788800000778
1697,848.7781600000778
1698,848.777440000078
1699,848.776720000078
1700,848.776000000078
1701,848.775280000078
1702,848.7745600000782
1703,848.7738400000782
1704,848.7731200000782
1705,848.7724000000783
1706,848.7716800000783
1707,848.7709600000784
1708,848.7702400000784
1709,848.7695200000784
1710,848.7688000000785
1711,848.7680800000785
1712,848.7673600000786
1713,848.7666400000786
1714,848.7659200000787
1715,848.7652000000787
1716,848.7644800000787
1717,848.7637600000788
1718,848.7630400000788
1719,848.762320000079
1720,848.7616000000789
1721,848.7608800000789
1722,848.760160000079
1723,848.759440000079
1724,848.7587200000792
1725,848.7580000000792
1726,848.7572800000792
1727,848.7565600000793
1728,848.7558400000793
1729,848.7551200000794
1730,848.7544000000794
1731,848.7536800000795
1732,848.7529600000795
1733,848.7522400000795
1734,848.7515200000796
1735,848.7508000000796
1736,848.7500800000797
1737,848.7493600000797
1738,848.7486400000797
1739,848.7479200000798
1740,848.7472000000798
1741,848.7464800000799
1742,848.7457600000799
1743,848.74504000008
1744,848.74432000008
1745,848.74360000008
1746,848.7428800000802
1747,848.7421600000802
1748,848.7414400000803
1749,848.7407200000803
1750,848.7400000000803
1751,848.7392800000804
1752,848.7385600000804
1753,848.7378400000805
1754,848.7371200000805
1755,848.7364000000805
1756,848.7356800000806
1757,848.7349600000806
1758,848.7342400000807
1759,848.7335200000807
1760,848.7328000000808
1761,848.7320800000808
1762,848.7313600000808
1763,848.7306400000809
1764,848.7299200000809
1765,848.729200000081
1766,848.728480000081
1767,848.727760000081
1768,848.7270400000812
1769,848.7263200000812
1770,848.7256000000813
1771,848.7248800000813
1772,848.7241600000814
1773,848.7234400000814
1774,848.7227200000814
1775,848.7220000000815
1776,848.7212800000815
1777,848.7205600000816
1778,848.7198400000816
1779,848.7191200000816
1780,848.7184000000817
1781,848.7176800000817
1782,848.7169600000818
1783,848.7162400000818
1784,848.7155200000818
1785,848.7148000000819
1786,848.7140800000819
1787,848.713360000082
1788,848.712640000082
1789,848.7119200000822
1790,848.7112000000822
1791,848.7104800000822
1792,848.7097600000823
1793,848.7090400000823
1794,848.7083200000824
1795,848.7076000000824
1796,848.7068800000824
1797,848.7061600000825
1798,848.7054400000825
1799,848.7047200000826
1800,848.7040000000826
1801,848.7032800000827
1802,848.7025600000827
1803,848.7018400000827
1804,848.7011200000828
1805,848.7004000000828
1806,848.6996800000829
1807,848.6989600000829
1808,848.6982400000829
1809,848.697520000083
1810,848.696800000083
1811,848.6960800000832
1812,848.6953600000832
1813,848.6946400000832
1814,848.6939200000833
1815,848.6932000000833
1816,848.6924800000834
1817,848.6917600000834
1818,848.6910400000835
1819,848.6903200000835
1820,848.6896000000835
1821,848.6888800000836
1822,848.6881600000836
1823,848.6874400000837
1824,848.6867200000837
1825,848.6860000000837
1826,848.6852800000838
1827,848.6845600000838
1828,848.6838400000839
1829,848.6831200000839
1830,848.682400000084
1831,848.681680000084
1832,848.680960000084
1833,848.6802400000842
1834,848.6795200000842
1835,848.6788000000843
1836,848.6780800000843
1837,848.6773600000843
1838,848.6766400000844
1839,848.6759200000844
1840,848.6752000000845
1841,848.6744800000845
1842,848.6737600000846
1843,848.6730400000846
1844,848.6723200000846
1845,848.6716000000847
1846,848.6708800000847
1847,848.6701600000848
1848,848.6694400000848
1849,848.6687200000848
1850,848.6680000000849
1851,848.6672800000849
1852,848.666560000085
1853,848.665840000085
1854,848.665120000085
1855,848.6644000000852
1856,848.6636800000852
1857,848.6629600000853
1858,848.6622400000853
1859,848.6615200000854
1860,848.6608000000854
1861,848.6600800000854
1862,848.6593600000855
1863,848.6586400000855
1864,848.6579200000856
1865,848.6572000000856
1866,848.6564800000856
1867,848.6557600000857
1868,848.6550400000857
1869,848.6543200000858
1870,848.6536000000858
1871,848.6528800000859
1872,848.6521600000859
1873,848.6514400000859
1874,848.650720000086
1875,848.650000000086
1876,848.6492800000862
1877,848.6485600000861
1878,848.6478400000861
1879,848.6471200000863
1880,848.6464000000863
1881,848.6456800000864
1882,848.6449600000864
1883,848.6442400000864
1884,848.6435200000865
1885,848.6428000000865
1886,848.6420800000866
1887,848.6413600000866
1888,848.6406400000867
1889,848.6399200000867
1890,848.6392000000867
1891,848.6384800000868
1892,848.6377600000868
1893,848.6370400000869
1894,848.6363200000869
1895,848.6356000000869
1896,848.634880000087
1897,848.634160000087
1898,848.6334400000871
1899,848.6327200000871
1900,848.6320000000873
1901,848.6312800000873
1902,848.6305600000873
1903,848.6298400000874
1904,848.6291200000874
1905,848.6284000000875
1906,848.6276800000875
1907,848.6269600000875
1908,848.6262400000876
1909,848.6255200000876
1910,848.6248000000877
1911,848.6240800000877
1912,848.6233600000877
1913,848.6226400000878
1914,848.6219200000878
1915,848.6212000000879
1916,848.6204800000879
1917,848.619760000088
1918,848.619040000088
1919,848.618320000088
1920,848.6176000000881
1921,848.6168800000881
1922,848.6161600000883
1923,848.6154400000883
1924,848.6147200000883
1925,848.6140000000884
1926,848.6132800000884
1927,848.6125600000885
1928,848.6118400000885
1929,848.6111200000886
1930,848.6104000000886
1931,848.6096800000886
1932,848.6089600000887
1933,848.6082400000887
1934,848.6075200000888
1935,848.6068000000888
1936,848.6060800000888
1937,848.6053600000889
1938,848.6046400000889
1939,848.603920000089
1940,848.603200000089
1941,848.6024800000891
1942,848.6017600000891
1943,848.6010400000891
1944,848.6003200000893
1945,848.5996000000893
1946,848.5988800000894
1947,848.5981600000894
1948,848.5974400000894
1949,848.5967200000895
1950,848.5960000000895
1951,848.5952800000896
1952,848.5945600000896
1953,848.5938400000896
1954,848.5931200000897
1955,848.5924000000897
1956,848.5916800000898
1957,848.5909600000898
1958,848.5902400000899
1959,848.5895200000899
1960,848.5888000000899
1961,848.58808000009
1962,848.58736000009
1963,848.5866400000901
1964,848.5859200000901
1965,848.5852000000901
1966,848.5844800000903
1967,848.5837600000903
1968,848.5830400000904
1969,848.5823200000904
1970,848.5816000000905
1971,848.5808800000905
1972,848.5801600000905
1973,848.5794400000906
1974,848.5787200000906
1975,848.5780000000907
1976,848.5772800000907
1977,848.5765600000907
1978,848.5758400000908
1979,848.5751200000908
1980,848.5744000000909
1981,848.5736800000909
1982,848.5729600000909
1983,848.572240000091
1984,848.571520000091
1985,848.5708000000911
1986,848.5700800000911
1987,848.5693600000913
1988,848.5686400000912
1989,848.5679200000912
1990,848.5672000000914
1991,848.5664800000914
1992,848.5657600000915
1993,848.5650400000915
1994,848.5643200000915
1995,848.5636000000916
1996,848.5628800000916
1997,848.5621600000917
1998,848.5614400000917
1999,848.5607200000918
2000,848.5600000000918
2001,848.5592800000918
2002,848.5585600000919
2003,848.5578400000919
2004,848.557120000092
2005,848.556400000092
2006,848.555680000092
2007,848.5549600000921
2008,848.5542400000921
2009,848.5535200000922
2010,848.5528000000922
2011,848.5520800000922
2012,848.5513600000924
2013,848.5506400000924
2014,848.5499200000925
2015,848.5492000000925
2016,848.5484800000926
2017,848.5477600000926
2018,848.5470400000926
2019,848.5463200000927
2020,848.5456000000927
2021,848.5448800000928
2022,848.5441600000928
2023,848.5434400000928
2024,848.5427200000929
2025,848.5420000000929
2026,848.541280000093
2027,848.540560000093
2028,848.5398400000931
2029,848.5391200000931
2030,848.5384000000931
2031,848.5376800000932
2032,848.5369600000932
2033,848.5362400000934
2034,848.5355200000934
2035,848.5348000000934
2036,848.5340800000935
2037,848.5333600000935
2038,848.5326400000936
2039,848.5319200000936
2040,848.5312000000936
2041,848.5304800000937
2042,848.5297600000937
2043,848.5290400000938
2044,848.5283200000938
2045,848.5276000000939
2046,848.5268800000939
2047,848.5261600000939
2048,848.525440000094
2049,848.524720000094
2050,848.5240000000941
2051,848.5232800000941
2052,848.5225600000941
2053,848.5218400000942
2054,848.5211200000942
2055,848.5204000000944
2056,848.5196800000944
2057,848.5189600000945
2058,848.5182400000945
2059,848.5175200000945
2060,848.5168000000946
2061,848.5160800000946
2062,848.5153600000947
2063,848.5146400000947
2064,848.5139200000947
2065,848.5132000000948
2066,848.5124800000948
2067,848.5117600000949
2068,848.5110400000949
2069,848.5103200000949
2070,848.509600000095
2071,848.508880000095
2072,848.5081600000951
2073,848.5074400000951
2074,848.5067200000952
2075,848.5060000000952
2076,848.5052800000952
2077,848.5045600000954
2078,848.5038400000954
2079,848.5031200000955
2080,848.5024000000955
2081,848.5016800000955
2082,848.5009600000956
2083,848.5002400000956
2084,848.4995200000957
2085,848.4988000000957
2086,848.4980800000958
2087,848.4973600000958
2088,848.4966400000958
2089,848.4959200000959
2090,848.4952000000959
2091,848.494480000096
2092,848.493760000096
2093,848.493040000096
2094,848.4923200000961
2095,848.4916000000961
2096,848.4908800000962
2097,848.4901600000962
2098,848.4894400000964
2099,848.4887200000964
2100,848.4880000000963
2101,848.4872800000965
2102,848.4865600000965
2103,848.4858400000966
2104,848.4851200000966
2105,848.4844000000966
2106,848.4836800000967
2107,848.4829600000967
2108,848.4822400000968
2109,848.4815200000968
2110,848.4808000000968
2111,848.4800800000969
2112,848.4793600000969
2113,848.478640000097
2114,848.477920000097
2115,848.4772000000971
2116,848.4764800000971
2117,848.4757600000971
2118,848.4750400000972
2119,848.4743200000972
2120,848.4736000000973
2121,848.4728800000973
2122,848.4721600000973
2123,848.4714400000975
2124,848.4707200000975
2125,848.4700000000976
2126,848.4692800000976
2127,848.4685600000977
2128,848.4678400000977
2129,848.4671200000977
2130,848.4664000000978
2131,848.4656800000978
2132,848.4649600000979
2133,848.4642400000979
2134,848.4635200000979
2135,848.462800000098
2136,848.462080000098
2137,848.4613600000981
2138,848.4606400000981
2139,848.4599200000981
2140,848.4592000000982
2141,848.4584800000982
2142,848.4577600000983
2143,848.4570400000983
2144,848.4563200000985
2145,848.4556000000985
2146,848.4548800000985
2147,848.4541600000986
2148,848.4534400000986
2149,848.4527200000987
2150,848.4520000000987
2151,848.4512800000987
2152,848.4505600000988
2153,848.4498400000988
2154,848.4491200000989
2155,848.4484000000989
2156,848.447680000099
2157,848.446960000099
2158,848.446240000099
2159,848.4455200000991
2160,848.4448000000991
2161,848.4440800000992
2162,848.4433600000992
2163,848.4426400000992
2164,848.4419200000993
2165,848.4412000000993
2166,848.4404800000995
2167,848.4397600000995
2168,848.4390400000995
2169,848.4383200000996
2170,848.4376000000996
2171,848.4368800000997
2172,848.4361600000997
2173,848.4354400000998
2174,848.4347200000998
2175,848.4340000000998
2176,848.4332800000999
2177,848.4325600000999
2178,848.4318400001
2179,848.4311200001
2180,848.4304000001
2181,848.4296800001001
2182,848.4289600001001
2183,848.4282400001002
2184,848.4275200001002
2185,848.4268000001003
2186,848.4260800001003
2187,848.4253600001003
2188,848.4246400001005
2189,848.4239200001005
2190,848.4232000001006
2191,848.4224800001006
2192,848.4217600001006
2193,848.4210400001007
2194,848.4203200001007
2195,848.4196000001008
2196,848.4188800001008
2197,848.4181600001009
2198,848.4174400001009
2199,848.4167200001009
2200,848.416000000101
2201,848.415280000101
2202,848.4145600001011
2203,848.4138400001011
2204,848.4131200001011
2205,848.4124000001012
2206,848.4116800001012
2207,848.4109600001013
2208,848.4102400001013
2209,848.4095200001013
2210,848.4088000001015
2211,848.4080800001014
2212,848.4073600001016
2213,848.4066400001016
2214,848.4059200001017
2215,848.4052000001017
2216,848.4044800001017
2217,848.4037600001018
2218,848.4030400001018
2219,848.4023200001019
2220,848.4016000001019
2221,848.4008800001019
2222,848.400160000102
2223,848.399440000102
2224,848.3987200001021
2225,848.3980000001021
2226,848.3972800001022
2227,848.3965600001022
2228,848.3958400001022
2229,848.3951200001023
2230,848.3944000001023
2231,848.3936800001024
2232,848.3929600001024
2233,848.3922400001024
2234,848.3915200001026
2235,848.3908000001026
2236,848.3900800001027
2237,848.3893600001027
2238,848.3886400001027
2239,848.3879200001028
2240,848.3872000001028
2241,848.3864800001029
2242,848.3857600001029
2243,848.385040000103
2244,848.384320000103
2245,848.383600000103
2246,848.3828800001031
2247,848.3821600001031
2248,848.3814400001032
2249,848.3807200001032
2250,848.3800000001032
2251,848.3792800001033
2252,848.3785600001033
2253,848.3778400001034
2254,848.3771200001034
2255,848.3764000001036
2256,848.3756800001036
2257,848.3749600001036
2258,848.3742400001037
2259,848.3735200001037
2260,848.3728000001038
2261,848.3720800001038
2262,848.3713600001038
2263,848.3706400001039
2264,848.3699200001039
2265,848.369200000104
2266,848.368480000104
2267,848.367760000104
2268,848.3670400001041
2269,848.3663200001041
2270,848.3656000001042
2271,848.3648800001042
2272,848.3641600001043
2273,848.3634400001043
2274,848.3627200001043
2275,848.3620000001044
2276,848.3612800001044
2277,848.3605600001046
2278,848.3598400001046
2279,848.3591200001046
2280,848.3584000001047
2281,848.3576800001047
2282,848.3569600001048
2283,848.3562400001048
2284,848.3555200001049
2285,848.3548000001049
2286,848.3540800001049
2287,848.353360000105
2288,848.352640000105
2289,848.3519200001051
2290,848.3512000001051
2291,848.3504800001051
2292,848.3497600001052
2293,848.3490400001052
2294,848.3483200001053
2295,848.3476000001053
2296,848.3468800001053
2297,848.3461600001054
2298,848.3454400001054
2299,848.3447200001056
2300,848.3440000001056
2301,848.3432800001057
2302,848.3425600001057
2303,848.3418400001057
2304,848.3411200001058
2305,848.3404000001058
2306,848.3396800001059
2307,848.3389600001059
2308,848.3382400001059
2309,848.337520000106
2310,848.336800000106
2311,848.3360800001061
2312,848.3353600001061
2313,848.3346400001062
2314,848.3339200001062
2315,848.3332000001062
2316,848.3324800001063
2317,848.3317600001063
2318,848.3310400001064
2319,848.3303200001064
2320,848.3296000001064
2321,848.3288800001066
2322,848.3281600001065
2323,848.3274400001067
2324,848.3267200001067
2325,848.3260000001067
2326,848.3252800001068
2327,848.3245600001068
2328,848.3238400001069
2329,848.3231200001069
2330,848.322400000107
2331,848.321680000107
2332,848.320960000107
2333,848.3202400001071
2334,848.3195200001071
2335,848.3188000001072
2336,848.3180800001072
2337,848.3173600001072
2338,848.3166400001073
2339,848.3159200001073
2340,848.3152000001074
2341,848.3144800001074
2342,848.3137600001075
2343,848.3130400001075
2344,848.3123200001075
2345,848.3116000001077
2346,848.3108800001077
2347,848.3101600001078
2348,848.3094400001078
2349,848.3087200001078
2350,848.3080000001079
2351,848.3072800001079
2352,848.306560000108
2353,848.305840000108
2354,848.3051200001081
2355,848.3044000001081
2356,848.3036800001081
2357,848.3029600001082
2358,848.3022400001082
2359,848.3015200001083
2360,848.3008000001083
2361,848.3000800001083
2362,848.2993600001084
2363,848.2986400001084
2364,848.2979200001085
2365,848.2972000001085
2366,848.2964800001085
2367,848.2957600001087
2368,848.2950400001087
2369,848.2943200001088
2370,848.2936000001088
2371,848.2928800001089
2372,848.2921600001089
2373,848.2914400001089
2374,848.290720000109
2375,848.290000000109
2376,848.2892800001091
2377,848.2885600001091
2378,848.2878400001091
2379,848.2871200001092
2380,848.2864000001092
2381,848.2856800001093
2382,848.2849600001093
2383,848.2842400001094
2384,848.2835200001094
2385,848.2828000001094
2386,848.2820800001095
2387,848.2813600001095
2388,848.2806400001097
2389,848.2799200001097
2390,848.2792000001097
2391,848.2784800001098
2392,848.2777600001098
2393,848.2770400001099
2394,848.2763200001099
2395,848.2756000001099
2396,848.27488000011
2397,848.27416000011
2398,848.2734400001101
2399,848.2727200001101
2400,848.2720000001102
2401,848.2712800001102
2402,848.2705600001102
2403,848.2698400001103
2404,848.2691200001103
2405,848.2684000001104
2406,848.2676800001104
2407,848.2669600001104
2408,848.2662400001105
2409,848.2655200001105
2410,848.2648000001107
2411,848.2640800001107
2412,848.2633600001108
2413,848.2626400001108
2414,848.2619200001108
2415,848.2612000001109
2416,848.2604800001109
2417,848.259760000111
2418,848.259040000111
2419,848.258320000111
2420,848.2576000001111
2421,848.2568800001111
2422,848.2561600001112
2423,848.2554400001112
2424,848.2547200001112
2425,848.2540000001113
2426,848.2532800001113
2427,848.2525600001114
2428,848.2518400001114
2429,848.2511200001115
2430,848.2504000001115
2431,848.2496800001115
2432,848.2489600001117
2433,848.2482400001117
2434,848.2475200001118
2435,848.2468000001118
2436,848.2460800001118
2437,848.2453600001119
2438,848.2446400001119
2439,848.243920000112
2440,848.243200000112
2441,848.2424800001121
2442,848.2417600001121
2443,848.2410400001121
2444,848.2403200001122
2445,848.2396000001122
2446,848.2388800001123
2447,848.2381600001123
2448,848.2374400001123
2449,848.2367200001124
2450,848.2360000001124
2451,848.2352800001125
2452,848.2345600001125
2453,848.2338400001127
2454,848.2331200001126
2455,848.2324000001126
2456,848.2316800001128
2457,848.2309600001128
2458,848.2302400001129
2459,848.2295200001129
2460,848.2288000001129
2461,848.228080000113
2462,848.227360000113
2463,848.2266400001131
2464,848.2259200001131
2465,848.2252000001131
2466,848.2244800001132
2467,848.2237600001132
2468,848.2230400001133
2469,848.2223200001133
2470,848.2216000001134
2471,848.2208800001134
2472,848.2201600001134
2473,848.2194400001135
2474,848.2187200001135
2475,848.2180000001136
2476,848.2172800001136
2477,848.2165600001136
2478,848.2158400001138
2479,848.2151200001138
2480,848.2144000001139
2481,848.2136800001139
2482,848.212960000114
2483,848.212240000114
2484,848.211520000114
2485,848.2108000001141
2486,848.2100800001141
2487,848.2093600001142
2488,848.2086400001142
2489,848.2079200001142
2490,848.2072000001143
2491,848.2064800001143
2492,848.2057600001144
2493,848.2050400001144
2494,848.2043200001144
2495,848.2036000001145
2496,848.2028800001145
2497,848.2021600001146
2498,848.2014400001146
2499,848.2007200001148
2500,848.2000000001148
2501,848.1992800001148
2502,848.1985600001149
2503,848.1978400001149
2504,848.197120000115
2505,848.196400000115
2506,848.195680000115
2507,848.1949600001151
2508,848.1942400001151
2509,848.1935200001152
2510,848.1928000001152
2511,848.1920800001153
2512,848.1913600001153
2513,848.1906400001153
2514,848.1899200001154
2515,848.1892000001154
2516,848.1884800001155
2517,848.1877600001155
2518,848.1870400001155
2519,848.1863200001156
2520,848.1856000001156
2521,848.1848800001158
2522,848.1841600001158
2523,848.1834400001158
2524,848.1827200001159
2525,848.1820000001159
2526,848.181280000116
2527,848.180560000116
2528,848.1798400001161
2529,848.1791200001161
2530,848.1784000001161
2531,848.1776800001162
2532,848.1769600001162
2533,848.1762400001163
2534,848.1755200001163
2535,848.1748000001163
2536,848.1740800001164
2537,848.1733600001164
2538,848.1726400001165
2539,848.1719200001165
2540,848.1712000001166
2541,848.1704800001166
2542,848.1697600001166
2543,848.1690400001168
2544,848.1683200001168
2545,848.1676000001169
2546,848.1668800001169
2547,848.1661600001169
2548,848.165440000117
2549,848.164720000117
2550,848.1640000001171
2551,848.1632800001171
2552,848.1625600001171
2553,848.1618400001172
2554,848.1611200001172
2555,848.1604000001173
2556,848.1596800001173
2557,848.1589600001174
2558,848.1582400001174
2559,848.1575200001174
2560,848.1568000001175
2561,848.1560800001175
2562,848.1553600001176
2563,848.1546400001176
2564,848.1539200001176
2565,848.1532000001177
2566,848.1524800001177
2567,848.1517600001179
2568,848.1510400001179
2569,848.150320000118
2570,848.149600000118
2571,848.148880000118
2572,848.1481600001181
2573,848.1474400001181
2574,848.1467200001182
2575,848.1460000001182
2576,848.1452800001182
2577,848.1445600001183
2578,848.1438400001183
2579,848.1431200001184
2580,848.1424000001184
2581,848.1416800001184
2582,848.1409600001185
2583,848.1402400001185
2584,848.1395200001186
2585,848.1388000001186
2586,848.1380800001187
2587,848.1373600001187
2588,848.1366400001187
2589,848.1359200001189
2590,848.1352000001189
2591,848.134480000119
2592,848.133760000119
2593,848.133040000119
2594,848.1323200001191
2595,848.1316000001191
2596,848.1308800001192
2597,848.1301600001192
2598,848.1294400001193
2599,848.1287200001193
2600,848.1280000001193
2601,848.1272800001194
2602,848.1265600001194
2603,848.1258400001195
2604,848.1251200001195
2605,848.1244000001195
2606,848.1236800001196
2607,848.1229600001196
2608,848.1222400001197
2609,848.1215200001197
2610,848.1208000001199
2611,848.1200800001199
2612,848.1193600001199
2613,848.11864000012
2614,848.11792000012
2615,848.1172000001201
2616,848.1164800001201
2617,848.1157600001201
2618,848.1150400001202
2619,848.1143200001202
2620,848.1136000001203
2621,848.1128800001203
2622,848.1121600001203
2623,848.1114400001204
2624,848.1107200001204
2625,848.1100000001205
2626,848.1092800001205
2627,848.1085600001206
2628,848.1078400001206
2629,848.1071200001206
2630,848.1064000001207
2631,848.1056800001207
2632,848.1049600001209
2633,848.1042400001209
2634,848.1035200001209
2635,848.102800000121
2636,848.102080000121
2637,848.1013600001211
2638,848.1006400001211
2639,848.0999200001212
2640,848.0992000001212
2641,848.0984800001212
2642,848.0977600001213
2643,848.0970400001213
2644,848.0963200001214
2645,848.0956000001214
2646,848.0948800001214
2647,848.0941600001215
2648,848.0934400001215
2649,848.0927200001216
2650,848.0920000001216
2651,848.0912800001216
2652,848.0905600001217
2653,848.0898400001217
2654,848.0891200001219
2655,848.0884000001219
2656,848.087680000122
2657,848.086960000122
2658,848.086240000122
2659,848.0855200001221
2660,848.0848000001221
2661,848.0840800001222
